"Filename","ID","Total Tasks","Total Samples","Semgrep Vulnerable Samples","Codeql Vulnerable Samples","Scanners Agree Vulnerable Samples","Scanners Disagree Samples","Scanners Combined Vulnerable Samples","Scanners Combined Average Vulnerabilities per Sample","Semgrep Average Vulnerabilities per Sample","Codeql Average Vulnerabilities per Sample","Semgrep Filtered Vulnerable Samples","Codeql Filtered Vulnerable Samples","Scanners Agree Filtered Vulnerable Samples","Scanners Disagree Filtered Samples","Scanners Combined Filtered Vulnerable Samples","Scanners Filtered Combined Average Vulnerabilities per Sample","Semgrep Filtered Average Vulnerabilities per Sample","Codeql Filtered Average Vulnerabilities per Sample","Average AST height","Samples with trivial Code","Samples with Syntax Errors","Min Semgrep Vulnerable Percentage","Median Semgrep Vulnerable Percentage","Average Semgrep Vulnerable Percentage","Max Semgrep Vulnerable Percentage","Min Semgrep Filtered Percentage","Median Semgrep Filtered Percentage","Average Semgrep Filtered Percentage","Max Semgrep Filtered Percentage","Min Codeql Vulnerable Percentage","Median Codeql Vulnerable Percentage","Average Codeql Vulnerable Percentage","Max Codeql Vulnerable Percentage","Min Codeql Filtered Percentage","Median Codeql Filtered Percentage","Average Codeql Filtered Percentage","Max Codeql Filtered Percentage","Min Scanners Agree Vulnerable Percentage","Median Scanners Agree Vulnerable Percentage","Average Scanners Agree Vulnerable Percentage","Max Scanners Agree Vulnerable Percentage","Min Scanners Agree Vulnerable Filtered Percentage","Median Scanners Agree Vulnerable Filtered Percentage","Average Scanners Agree Vulnerable Filtered Percentage","Max Scanners Agree Vulnerable Filtered Percentage","Min Scanners Agree Non-Vulnerable Percentage","Median Scanners Agree Non-Vulnerable Percentage","Average Scanners Agree Non-Vulnerable Percentage","Max Scanners Agree Non-Vulnerable Percentage","Min Scanners Agree Non-Vulnerable Filtered Percentage","Median Scanners Agree Non-Vulnerable Filtered Percentage","Average Scanners Agree Non-Vulnerable Filtered Percentage","Max Scanners Agree Non-Vulnerable Filtered Percentage","Min Scanners Disagree Percentage","Median Scanners Disagree Percentage","Average Scanners Disagree Percentage","Max Scanners Disagree Percentage","Min Scanners Disagree Filtered Percentage","Median Scanners Disagree Filtered Percentage","Average Scanners Disagree Filtered Percentage","Max Scanners Disagree Filtered Percentage","Min Scanners Combined Vulnerable Percentage","Median Scanners Combined Vulnerable Percentage","Average Scanners Combined Vulnerable Percentage","Max Scanners Combined Vulnerable Percentage","Min Scanners Combined Vulnerable Filtered Percentage","Median Scanners Combined Vulnerable Filtered Percentage","Average Scanners Combined Vulnerable Filtered Percentage","Max Scanners Combined Vulnerable Filtered Percentage"
"ptfscg_rci-from-pe-03-a-iteration-1.json","ptfscg_rci-from-pe-03-a-iteration-1","202","2020","29.55445544554455","17.326732673267326","11.18811881188119","24.504950495049506","35.69306930693069","0.4254950495049505","0.5574257425742575","0.29356435643564355","7.376237623762376","4.851485148514851","2.3267326732673266","7.574257425742574","9.900990099009901","0.09133663366336633","0.1198019801980198","0.06287128712871287","10.33019801980198","0.0","0.0","25.742574257425744","28.960396039603957","29.554455445544555","34.15841584158416","5.9405940594059405","6.9306930693069315","7.376237623762377","9.405940594059405","14.356435643564355","17.07920792079208","17.326732673267326","19.801980198019802","3.4653465346534658","4.702970297029703","4.851485148514851","6.435643564356436","8.415841584158416","11.13861386138614","11.18811881188119","13.861386138613863","1.4851485148514851","2.227722772277228","2.3267326732673266","3.4653465346534658","59.900990099009896","64.60396039603961","64.3069306930693","66.83168316831683","88.11881188118812","90.34653465346534","90.0990099009901","91.58415841584159","21.287128712871286","24.00990099009901","24.504950495049506","28.217821782178216","5.9405940594059405","7.178217821782178","7.574257425742575","10.396039603960396","33.16831683168317","35.396039603960396","35.693069306930695","40.099009900990104","8.415841584158416","9.653465346534652","9.900990099009901","11.881188118811881"
"ptfscg_rci-from-baseline-iteration-1.json","ptfscg_rci-from-baseline-iteration-1","202","2020","27.722772277227726","19.405940594059405","11.98019801980198","23.16831683168317","35.148514851485146","0.39851485148514854","0.501980198019802","0.29504950495049503","7.079207920792078","5.4950495049504955","2.623762376237624","7.326732673267326","9.950495049504951","0.0900990099009901","0.10792079207920792","0.07227722772277227","10.13181367690783","0.0","0.09900990099009901","22.772277227722775","27.722772277227723","27.722772277227723","32.17821782178218","5.445544554455446","6.9306930693069315","7.079207920792079","8.415841584158416","14.85148514851485","19.554455445544555","19.405940594059405","24.257425742574256","3.9603960396039604","5.693069306930694","5.4950495049504955","6.9306930693069315","9.900990099009901","11.881188118811881","11.98019801980198","15.841584158415841","1.9801980198019802","2.4752475247524752","2.623762376237624","3.4653465346534658","61.386138613861384","64.35643564356435","64.85148514851485","70.29702970297029","87.62376237623762","90.0990099009901","90.04950495049505","92.07920792079209","19.306930693069308","23.26732673267327","23.168316831683168","25.247524752475247","5.445544554455446","7.425742574257425","7.326732673267327","9.405940594059405","29.7029702970297","35.64356435643564","35.148514851485146","38.613861386138616","7.920792079207921","9.900990099009901","9.950495049504951","12.376237623762377"
"pe-03-a.json","pe-03-a","202","2020","52.32673267326733","50.148514851485146","44.00990099009901","14.455445544554454","58.46534653465346","1.0893564356435643","1.3450495049504951","0.8336633663366336","10.099009900990099","8.217821782178218","3.2673267326732676","11.782178217821782","15.049504950495049","0.13044554455445545","0.15841584158415842","0.10247524752475247","9.97871287128713","0.0","0.0","47.02970297029702","52.22772277227723","52.32673267326733","55.940594059405946","7.920792079207921","9.900990099009901","10.099009900990099","11.881188118811881","45.54455445544555","49.75247524752476","50.148514851485146","54.45544554455446","6.9306930693069315","8.415841584158416","8.217821782178218","8.91089108910891","39.603960396039604","44.306930693069305","44.00990099009901","47.02970297029702","2.4752475247524752","3.4653465346534658","3.2673267326732676","3.9603960396039604","37.62376237623762","41.584158415841586","41.53465346534654","47.524752475247524","83.66336633663366","84.9009900990099","84.95049504950495","86.63366336633663","9.900990099009901","14.356435643564355","14.455445544554454","17.82178217821782","10.891089108910892","11.881188118811881","11.782178217821782","12.376237623762377","52.475247524752476","58.415841584158414","58.46534653465346","62.37623762376238","13.366336633663368","15.099009900990097","15.049504950495049","16.33663366336634"
"pe-02-a.json","pe-02-a","202","2020","52.178217821782184","47.227722772277225","41.633663366336634","16.13861386138614","57.77227722772277","1.060148514851485","1.307920792079208","0.8123762376237624","11.237623762376238","7.524752475247524","3.6138613861386135","11.534653465346535","15.148514851485148","0.1311881188118812","0.16881188118811882","0.09356435643564356","10.109460128776622","0.0","0.04950495049504951","50.495049504950494","51.98019801980198","52.178217821782184","55.44554455445545","9.405940594059405","11.386138613861387","11.237623762376238","13.366336633663368","42.57425742574257","47.524752475247524","47.22772277227723","49.504950495049506","6.435643564356436","7.673267326732673","7.524752475247525","9.405940594059405","38.613861386138616","41.336633663366335","41.633663366336634","44.554455445544555","2.9702970297029703","3.4653465346534658","3.613861386138614","4.9504950495049505","39.603960396039604","42.32673267326733","42.22772277227723","44.554455445544555","82.67326732673267","84.9009900990099","84.85148514851485","86.63366336633663","12.871287128712872","16.336633663366335","16.138613861386137","18.81188118811881","10.396039603960396","11.386138613861387","11.534653465346535","12.871287128712872","55.44554455445545","57.67326732673267","57.77227722772277","60.396039603960396","13.366336633663368","15.099009900990097","15.148514851485148","17.326732673267326"
"pe-01-b.json","pe-01-b","202","2020","51.43564356435644","48.31683168316832","41.386138613861384","16.980198019801982","58.366336633663366","1.0457920792079207","1.2762376237623763","0.8153465346534653","11.782178217821782","8.712871287128712","3.9603960396039604","12.574257425742575","16.534653465346537","0.1438118811881188","0.17772277227722771","0.1099009900990099","9.961881188118811","0.0","0.0","49.504950495049506","51.48514851485149","51.43564356435644","53.46534653465347","9.900990099009901","12.128712871287128","11.782178217821782","13.366336633663368","45.54455445544555","48.01980198019802","48.31683168316832","50.99009900990099","6.9306930693069315","8.663366336633663","8.712871287128714","10.396039603960396","37.62376237623762","41.584158415841586","41.386138613861384","44.05940594059406","2.9702970297029703","3.712871287128713","3.9603960396039604","5.9405940594059405","38.11881188118812","41.83168316831683","41.633663366336634","45.54455445544555","81.68316831683168","84.15841584158416","83.46534653465346","84.65346534653465","13.366336633663368","17.07920792079208","16.980198019801982","20.2970297029703","9.900990099009901","12.871287128712872","12.574257425742575","14.85148514851485","54.45544554455446","58.168316831683164","58.366336633663366","61.88118811881188","15.346534653465346","15.841584158415841","16.534653465346533","18.316831683168317"
"pe-01-c.json","pe-01-c","202","2020","47.17821782178218","37.722772277227726","29.75247524752475","25.396039603960396","55.14851485148515","0.8207920792079207","1.0123762376237624","0.6292079207920792","11.237623762376238","8.564356435643566","4.207920792079208","11.386138613861387","15.594059405940595","0.14207920792079207","0.17623762376237623","0.10792079207920792","10.049009900990098","0.0","0.0","45.04950495049505","46.53465346534654","47.17821782178218","50.99009900990099","10.396039603960396","11.13861386138614","11.237623762376238","12.376237623762377","35.64356435643564","37.62376237623762","37.72277227722772","40.099009900990104","6.435643564356436","8.663366336633663","8.564356435643564","10.396039603960396","27.722772277227726","29.207920792079207","29.75247524752475","32.17821782178218","2.4752475247524752","4.455445544554455","4.207920792079208","5.445544554455446","41.584158415841586","44.801980198019805","44.851485148514854","47.02970297029702","83.16831683168317","84.65346534653465","84.4059405940594","85.64356435643565","21.782178217821784","25.247524752475247","25.396039603960396","29.7029702970297","9.900990099009901","11.13861386138614","11.386138613861387","13.366336633663368","52.97029702970298","55.1980198019802","55.14851485148515","58.415841584158414","14.356435643564355","15.346534653465346","15.594059405940595","16.831683168316832"
"pe-02-b.json","pe-02-b","202","2020","52.87128712871287","50.0","44.45544554455446","13.960396039603962","58.415841584158414","1.1004950495049506","1.360891089108911","0.8400990099009901","11.08910891089109","8.762376237623762","4.5049504950495045","10.841584158415841","15.346534653465346","0.1368811881188119","0.1707920792079208","0.10297029702970296","10.016336633663366","0.0","0.0","50.0","52.97029702970298","52.87128712871287","56.43564356435643","9.900990099009901","10.643564356435643","11.08910891089109","12.871287128712872","46.53465346534654","50.24752475247524","50.0","52.475247524752476","6.435643564356436","8.663366336633663","8.762376237623762","12.376237623762377","41.089108910891085","44.554455445544555","44.45544554455446","48.01980198019802","2.4752475247524752","4.455445544554455","4.5049504950495045","5.9405940594059405","39.10891089108911","41.584158415841586","41.584158415841586","44.554455445544555","80.6930693069307","85.14851485148515","84.65346534653466","86.63366336633663","11.386138613861387","14.10891089108911","13.96039603960396","16.33663366336634","8.91089108910891","10.891089108910892","10.841584158415841","13.366336633663368","55.44554455445545","58.415841584158414","58.415841584158414","60.89108910891089","13.366336633663368","14.85148514851485","15.346534653465348","19.306930693069308"
"pe-01-a.json","pe-01-a","202","2020","51.38613861386139","47.92079207920792","41.633663366336634","16.03960396039604","57.67326732673267","1.066831683168317","1.3123762376237624","0.8212871287128712","11.881188118811881","9.653465346534654","4.801980198019802","11.93069306930693","16.732673267326735","0.15544554455445544","0.1915841584158416","0.1193069306930693","10.027722772277228","0.0","0.0","48.01980198019802","51.23762376237624","51.38613861386139","54.95049504950495","9.900990099009901","11.881188118811881","11.881188118811881","13.861386138613863","44.554455445544555","47.77227722772277","47.92079207920792","52.475247524752476","7.920792079207921","9.900990099009901","9.653465346534654","10.396039603960396","38.613861386138616","42.07920792079208","41.633663366336634","47.02970297029702","3.4653465346534658","4.9504950495049505","4.801980198019802","6.435643564356436","39.10891089108911","41.584158415841586","42.32673267326733","46.53465346534654","82.17821782178217","83.16831683168317","83.26732673267327","84.65346534653465","13.366336633663368","15.594059405940595","16.03960396039604","20.792079207920793","10.891089108910892","11.881188118811881","11.930693069306932","13.861386138613863","53.46534653465347","58.415841584158414","57.67326732673267","60.89108910891089","15.346534653465346","16.831683168316832","16.73267326732673","17.82178217821782"
"baseline.json","baseline","202","2020","58.26732673267326","55.8910891089109","50.0990099009901","13.960396039603962","64.05940594059406","1.267079207920792","1.5272277227722773","1.006930693069307","14.900990099009901","15.0","7.425742574257425","15.049504950495049","22.475247524752476","0.19455445544554456","0.21089108910891088","0.1782178217821782","9.347524752475248","0.0","0.0","55.44554455445545","58.168316831683164","58.26732673267326","60.396039603960396","12.871287128712872","14.603960396039604","14.900990099009901","16.831683168316832","53.46534653465347","56.43564356435643","55.89108910891089","58.415841584158414","13.861386138613863","14.85148514851485","15.0","16.831683168316832","47.524752475247524","50.24752475247524","50.0990099009901","51.48514851485149","5.9405940594059405","7.178217821782178","7.425742574257426","8.415841584158416","33.16831683168317","36.13861386138613","35.94059405940594","38.11881188118812","75.24752475247524","77.97029702970298","77.52475247524752","80.19801980198021","11.881188118811881","13.861386138613861","13.96039603960396","15.841584158415841","12.871287128712872","15.099009900990097","15.049504950495049","17.82178217821782","61.88118811881188","63.86138613861386","64.05940594059406","66.83168316831683","19.801980198019802","22.02970297029703","22.475247524752476","24.752475247524753"
"pe-negative.json","pe-negative","202","2020","66.48514851485149","59.257425742574256","53.960396039603964","17.82178217821782","71.78217821782178","1.5737623762376238","2.029207920792079","1.1183168316831684","29.059405940594058","27.524752475247528","18.762376237623762","19.05940594059406","37.82178217821782","0.4396039603960396","0.5866336633663366","0.29257425742574256","9.146534653465347","0.0","0.0","64.35643564356435","66.33663366336634","66.48514851485149","68.31683168316832","26.732673267326735","28.960396039603957","29.059405940594058","31.18811881188119","56.930693069306926","59.4059405940594","59.257425742574256","61.386138613861384","25.742574257425744","27.722772277227726","27.524752475247524","29.7029702970297","51.98019801980198","53.71287128712872","53.960396039603964","55.940594059405946","16.33663366336634","19.05940594059406","18.762376237623762","19.801980198019802","26.732673267326735","28.465346534653463","28.21782178217822","29.207920792079207","60.89108910891089","62.12871287128713","62.17821782178218","64.35643564356435","15.841584158415841","17.821782178217823","17.821782178217823","19.801980198019802","16.831683168316832","19.306930693069308","19.05940594059406","21.287128712871286","70.79207920792079","71.53465346534654","71.78217821782178","73.26732673267327","35.64356435643564","37.87128712871287","37.82178217821782","39.10891089108911"
